municipio;estado;url_diario_eletronico
Casinhas;PE;https://www.diariomunicipal.com.br/amupe/pesquisar
São Francisco do Pará;PA;http://tcm.ioepa.com.br/diarios/
São Francisco do Pará;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Jaqueira;PE;http://pe.portaldatransparencia.com.br/prefeitura/jaqueira/
Jaqueira;PE;https://www.diariomunicipal.com.br/amupe/pesquisar
São João do Araguaia;PA;https://www.saojoaodoaraguaia.pa.leg.br/
São João do Araguaia;PA;http://tcm.ioepa.com.br/diarios/
São João do Araguaia;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Jatobá;PE;https://transparencia.systemainformatica.com.br/entidade/jatoba/
Jatobá;PE;https://www.diariomunicipal.com.br/amupe/pesquisar
São Miguel do Guamá;PA;https://saomigueldoguama.pa.gov.br/
São Miguel do Guamá;PA;http://tcm.ioepa.com.br/diarios/
São Miguel do Guamá;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Lagoa Grande;PE;https://lagoagrande.pe.gov.br/
Lagoa Grande;PE;https://www.diariomunicipal.com.br/amupe/pesquisar
São Sebastião da Boa Vista;PA;https://pmssbv.pa.gov.br/
São Sebastião da Boa Vista;PA;http://tcm.ioepa.com.br/diarios/
São Sebastião da Boa Vista;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Manari;PE;http://pe.portaldatransparencia.com.br/prefeitura/manari/
Manari;PE;https://www.diariomunicipal.com.br/amupe/pesquisar
Senador José Porfírio;PA;http://tcm.ioepa.com.br/diarios/
Senador José Porfírio;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Soure;PA;https://soure.pa.gov.br/
Soure;PA;http://tcm.ioepa.com.br/diarios/
Soure;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Tamandaré;PE;http://pe.portaldatransparencia.com.br/prefeitura/tamandare/
Tamandaré;PE;https://www.diariomunicipal.com.br/amupe/pesquisar
Tomé-Açu;PA;http://tcm.ioepa.com.br/diarios/
Tomé-Açu;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Campestre;AL;https://www.campestre.al.gov.br/
Campestre;AL;https://doe.tceal.tc.br/
Campestre;AL;https://www.diariomunicipal.com.br/ama/pesquisar
Tucuruí;PA;http://tcm.ioepa.com.br/diarios/
Tucuruí;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Jequiá da Praia;AL;https://jequiadapraia.al.gov.br/
Jequiá da Praia;AL;https://doe.tceal.tc.br/
Jequiá da Praia;AL;https://www.diariomunicipal.com.br/ama/pesquisar
Vigia;PA;http://tcm.ioepa.com.br/diarios/
Vigia;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Alto Caparaó;MG;https://cmaltocaparao.mg.gov.br/
Alto Caparaó;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Viseu;PA;http://www.viseu.pa.gov.br/
Viseu;PA;http://tcm.ioepa.com.br/diarios/
Viseu;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Angelândia;MG;https://www.angelandia.mg.gov.br/
Angelândia;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Aricanduva;MG;https://aricanduva.mg.gov.br/
Aricanduva;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Rio Maria;PA;http://tcm.ioepa.com.br/diarios/
Rio Maria;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Berizal;MG;https://berizal.mg.gov.br/
Berizal;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Xinguara;PA;https://pa.portaldatransparencia.com.br/prefeitura/xinguara/
Xinguara;PA;http://tcm.ioepa.com.br/diarios/
Xinguara;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Bonito de Minas;MG;https://camarabonitodeminas.mg.gov.br/
Bonito de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Rondon do Pará;PA;http://tcm.ioepa.com.br/diarios/
Rondon do Pará;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Brasilândia de Minas;MG;https://www.brasilandiademinas.mg.gov.br/
Brasilândia de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Bom Jesus do Tocantins;PA;http://tcm.ioepa.com.br/diarios/
Bom Jesus do Tocantins;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Bugre;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Brejo Grande do Araguaia;PA;http://tcm.ioepa.com.br/diarios/
Brejo Grande do Araguaia;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Cabeceira Grande;MG;https://www.cabeceiragrande.mg.gov.br/
Cabeceira Grande;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Concórdia do Pará;PA;http://tcm.ioepa.com.br/diarios/
Concórdia do Pará;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Campo Azul;MG;https://campoazul.mg.gov.br/
Campo Azul;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Curionópolis;PA;http://tcm.ioepa.com.br/diarios/
Curionópolis;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Cantagalo;MG;https://www.cantagalo.mg.gov.br/
Cantagalo;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Dom Eliseu;PA;https://pa.portaldatransparencia.com.br/prefeitura/domeliseu/
Dom Eliseu;PA;http://tcm.ioepa.com.br/diarios/
Dom Eliseu;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Catas Altas;MG;https://camaracatasaltasdanoruega.mg.gov.br/
Catas Altas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Garrafão do Norte;PA;https://www.garrafaodonorte.pa.gov.br/
Garrafão do Norte;PA;http://tcm.ioepa.com.br/diarios/
Garrafão do Norte;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Catuti;MG;https://catuti.mg.gov.br/
Catuti;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Mãe do Rio;PA;https://bkcmmaedorio.cr2.net.br/
Mãe do Rio;PA;http://tcm.ioepa.com.br/diarios/
Mãe do Rio;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Chapada Gaúcha;MG;https://mg.portaldatransparencia.com.br/prefeitura/chapadagaucha/
Chapada Gaúcha;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Medicilândia;PA;http://tcm.ioepa.com.br/diarios/
Medicilândia;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Cônego Marinho;MG;https://www.conegomarinho.mg.gov.br/
Cônego Marinho;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Ourilândia do Norte;PA;https://ourilandia.pa.gov.br/
Ourilândia do Norte;PA;http://tcm.ioepa.com.br/diarios/
Ourilândia do Norte;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Confins;MG;https://www.confins.mg.gov.br/
Confins;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Pacajá;PA;http://tcm.ioepa.com.br/diarios/
Pacajá;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Córrego Fundo;MG;https://corregofundo.mg.gov.br/
Córrego Fundo;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Parauapebas;PA;https://parauapebas.pa.gov.br/
Parauapebas;PA;http://tcm.ioepa.com.br/diarios/
Parauapebas;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Crisólita;MG;https://crisolita.mg.gov.br/
Crisólita;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Rurópolis;PA;http://tcm.ioepa.com.br/diarios/
Rurópolis;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Cuparaque;MG;https://www.camaracuparaque.mg.gov.br/
Cuparaque;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Santa Maria das Barreiras;PA;http://tcm.ioepa.com.br/diarios/
Santa Maria das Barreiras;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Curral de Dentro;MG;https://curraldedentro.mg.gov.br/
Curral de Dentro;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Amapá;AP;https://editor.amapa.gov.br/
Amapá;AP;https://www.tce.ap.gov.br/diario-oficial
Delta;MG;https://delta.mg.gov.br/
Delta;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Calçoene;AP;https://editor.amapa.gov.br/
Calçoene;AP;https://www.tce.ap.gov.br/diario-oficial
Divisa Alegre;MG;https://camaracalcoene.ap.gov.br/
Divisa Alegre;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Macapá;AP;https://www.macapa.ap.leg.br/
Macapá;AP;https://www.tce.ap.gov.br/diario-oficial
Dom Bosco;MG;https://www.dombosco.mg.gov.br/
Dom Bosco;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Mazagão;AP;https://editor.amapa.gov.br/
Mazagão;AP;https://www.tce.ap.gov.br/diario-oficial
Franciscópolis;MG;https://www.franciscopolis.mg.gov.br/
Franciscópolis;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Oiapoque;AP;http://ap.portaldatransparencia.com.br/prefeitura/oiapoque/
Oiapoque;AP;https://www.tce.ap.gov.br/diario-oficial
Frei Lagonegro;MG;https://freilagonegro.mg.gov.br/
Frei Lagonegro;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Ferreira Gomes;AP;http://www.ferreiragomes.ap.gov.br/diarios
Ferreira Gomes;AP;https://www.tce.ap.gov.br/diario-oficial
Fruta de Leite;MG;https://frutadeleite.mg.gov.br/
Fruta de Leite;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Laranjal do Jari;AP;http://ap.portaldatransparencia.com.br/prefeitura/laranjaldojari/
Laranjal do Jari;AP;https://www.tce.ap.gov.br/diario-oficial
Gameleiras;MG;https://www.gameleiras.mg.gov.br/
Gameleiras;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Santana;AP;https://editor.amapa.gov.br/
Santana;AP;https://www.tce.ap.gov.br/diario-oficial
Glaucilândia;MG;https://glaucilandia.mg.gov.br/
Glaucilândia;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Tartarugalzinho;AP;http://ap.portaldatransparencia.com.br/prefeitura/tartarugalzinho/
Tartarugalzinho;AP;https://www.tce.ap.gov.br/diario-oficial
Goiabeira;MG;https://www.goiabeira.mg.gov.br/
Goiabeira;MG;https://www.diariomunicipal.com.br/amm/pesquisar
São Geraldo do Araguaia;PA;http://tcm.ioepa.com.br/diarios/
São Geraldo do Araguaia;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Goianá;MG;https://goiana.mg.gov.br/
Goianá;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Ipixuna do Pará;PA;http://tcm.ioepa.com.br/diarios/
Ipixuna do Pará;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Guaraciama;MG;https://www.guaraciama.mg.gov.br/
Guaraciama;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Ulianópolis;PA;http://tcm.ioepa.com.br/diarios/
Ulianópolis;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Ibiracatu;MG;https://www.ibiracatu.mg.gov.br/
Ibiracatu;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Breu Branco;PA;http://tcm.ioepa.com.br/diarios/
Breu Branco;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Imbé de Minas;MG;https://cmimbedeminas.mg.gov.br/
Imbé de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Goianésia do Pará;PA;http://tcm.ioepa.com.br/diarios/
Goianésia do Pará;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Indaiabira;MG;https://indaiabira.mg.gov.br/
Indaiabira;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Novo Repartimento;PA;http://tcm.ioepa.com.br/diarios/
Novo Repartimento;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Japonvar;MG;https://japonvar.mg.gov.br/
Japonvar;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Jacareacanga;PA;http://tcm.ioepa.com.br/diarios/
Jacareacanga;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Jenipapo de Minas;MG;https://jenipapodeminas.mg.gov.br/
Jenipapo de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Novo Progresso;PA;https://novoprogresso.pa.gov.br/
Novo Progresso;PA;http://tcm.ioepa.com.br/diarios/
Novo Progresso;PA;https://www.diariomunicipal.com.br/famep/pesquisar
José Gonçalves de Minas;MG;https://josegoncalvesdeminas.mg.gov.br/
José Gonçalves de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Trairão;PA;http://tcm.ioepa.com.br/diarios/
Trairão;PA;https://www.diariomunicipal.com.br/famep/pesquisar
José Raydan;MG;https://joseraydan.mg.gov.br/
José Raydan;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Terra Santa;PA;http://tcm.ioepa.com.br/diarios/
Terra Santa;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Josenópolis;MG;https://mg.portaldatransparencia.com.br/prefeitura/josenopolis/
Josenópolis;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Brasil Novo;PA;https://brasilnovo.pa.gov.br/
Brasil Novo;PA;http://tcm.ioepa.com.br/diarios/
Brasil Novo;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Juvenília;MG;https://juvenilia.mg.gov.br/
Juvenília;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Vitória do Xingu;PA;https://vitoriadoxingu.pa.gov.br/
Vitória do Xingu;PA;http://tcm.ioepa.com.br/diarios/
Vitória do Xingu;PA;https://www.diariomunicipal.com.br/famep/pesquisar
Leme do Prado;MG;https://lemedoprado.mg.gov.br/
Leme do Prado;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Acrelândia;AC;https://agencia.ac.gov.br/diario-oficial/
Acrelândia;AC;https://www.mpac.mp.br/diario-oficial
Luisburgo;MG;https://www.luisburgo.mg.gov.br/
Luisburgo;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Bujari;AC;https://agencia.ac.gov.br/diario-oficial/
Bujari;AC;https://www.mpac.mp.br/diario-oficial
Luislândia;MG;https://luislandia.mg.gov.br/
Luislândia;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Capixaba;AC;https://ac.portaldatransparencia.com.br/prefeitura/capixaba/
Capixaba;AC;https://www.mpac.mp.br/diario-oficial
Mário Campos;MG;https://www.mariocampos.mg.gov.br/
Mário Campos;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Porto Acre;AC;https://portoacre.ac.gov.br/
Porto Acre;AC;https://www.mpac.mp.br/diario-oficial
Martins Soares;MG;https://martinsoares.mg.gov.br/
Martins Soares;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Epitaciolândia;AC;https://agencia.ac.gov.br/diario-oficial/
Epitaciolândia;AC;https://www.mpac.mp.br/diario-oficial
Miravânia;MG;https://miravania.mg.gov.br/
Miravânia;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Jordão;AC;https://agencia.ac.gov.br/diario-oficial/
Jordão;AC;https://www.mpac.mp.br/diario-oficial
Monte Formoso;MG;https://monteformoso.mg.gov.br/
Monte Formoso;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Marechal Thaumaturgo;AC;https://agencia.ac.gov.br/diario-oficial/
Marechal Thaumaturgo;AC;https://www.mpac.mp.br/diario-oficial
Naque;MG;https://www.naque.mg.gov.br/
Naque;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Porto Walter;AC;https://agencia.ac.gov.br/diario-oficial/
Porto Walter;AC;https://www.mpac.mp.br/diario-oficial
Natalândia;MG;https://natalandia.mg.gov.br/
Natalândia;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Rodrigues Alves;AC;https://agencia.ac.gov.br/diario-oficial/
Rodrigues Alves;AC;https://www.mpac.mp.br/diario-oficial
Ninheira;MG;https://www.pmninheira.plenussistemas.com.br/
Ninheira;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Santa Rosa do Purus;AC;https://agencia.ac.gov.br/diario-oficial/
Santa Rosa do Purus;AC;https://www.mpac.mp.br/diario-oficial
Nova Belém;MG;https://novabelem.mg.gov.br/
Nova Belém;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Pedra Branca do Amapari;AP;https://amapari.ap.gov.br/
Pedra Branca do Amapari;AP;https://www.tce.ap.gov.br/diario-oficial
Nova Porteirinha;MG;https://novaporteirinha.mg.gov.br/
Nova Porteirinha;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Serra do Navio;AP;https://serradonavio.ap.gov.br/
Serra do Navio;AP;https://www.tce.ap.gov.br/diario-oficial
Novo Oriente de Minas;MG;https://novoorientedeminas.mg.gov.br/
Novo Oriente de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Cutias;AP;https://cutias.ap.gov.br/
Cutias;AP;https://www.tce.ap.gov.br/diario-oficial
Novorizonte;MG;https://mg.portaldatransparencia.com.br/prefeitura/novorizonte/
Novorizonte;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Itaubal;AP;https://itaubal.ap.gov.br/
Itaubal;AP;https://www.tce.ap.gov.br/diario-oficial
Olhos-d'Água;MG;https://www.olhosdagua.mg.gov.br/
Olhos-d'Água;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Porto Grande;AP;https://portogrande.ap.gov.br/
Porto Grande;AP;https://www.tce.ap.gov.br/diario-oficial
Oratórios;MG;https://www.oratorios.mg.gov.br/
Oratórios;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Pracuúba;AP;https://pracuuba.ap.gov.br/
Pracuúba;AP;https://www.tce.ap.gov.br/diario-oficial
Orizânia;MG;https://orizania.mg.gov.br/
Orizânia;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Alto Paraíso;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Alto Paraíso;RO;https://www.tce.ro.gov.br/diario-oficial
Padre Carvalho;MG;https://padrecarvalho.mg.gov.br/
Padre Carvalho;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Cacaulândia;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Cacaulândia;RO;https://www.tce.ro.gov.br/diario-oficial
Pai Pedro;MG;https://www.paipedro.mg.gov.br/
Pai Pedro;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Campo Novo de Rondônia;RO;https://camponovo.ro.gov.br/
Campo Novo de Rondônia;RO;https://www.tce.ro.gov.br/diario-oficial
Patis;MG;https://patis.mg.gov.br/
Patis;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Candeias do Jamari;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Candeias do Jamari;RO;https://www.tce.ro.gov.br/diario-oficial
Pedra Bonita;MG;https://pedrabonita.mg.gov.br/
Pedra Bonita;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Itapuã do Oeste;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Itapuã do Oeste;RO;https://www.tce.ro.gov.br/diario-oficial
Periquito;MG;https://www.periquito.mg.gov.br/
Periquito;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Monte Negro;RO;http://transparencia.montenegro.ro.gov.br/
Monte Negro;RO;https://www.tce.ro.gov.br/diario-oficial
Piedade de Caratinga;MG;https://cmpiedadedecaratinga.mg.gov.br/
Piedade de Caratinga;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Rio Crespo;RO;https://riocrespo.ro.gov.br/
Rio Crespo;RO;https://www.tce.ro.gov.br/diario-oficial
Pingo-d'Água;MG;https://www.pingodagua.mg.gov.br/
Pingo-d'Água;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Novo Horizonte do Oeste;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Novo Horizonte do Oeste;RO;https://www.tce.ro.gov.br/diario-oficial
Pintópolis;MG;https://pintopolis.mg.gov.br/
Pintópolis;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Castanheiras;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Castanheiras;RO;https://www.tce.ro.gov.br/diario-oficial
Ponto Chique;MG;https://www.pontochique.mg.gov.br/
Ponto Chique;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Governador Jorge Teixeira;RO;https://www.diariomunicipal.com.br/arom/pesquisar
Governador Jorge Teixeira;RO;https://www.tce.ro.gov.br/diario-oficial
Ponto dos Volantes;MG;https://www.pontodosvolantes.mg.gov.br/
Ponto dos Volantes;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Ministro Andreazza;RO;https://www.ministroandreazza.ro.gov.br/
Ministro Andreazza;RO;https://www.tce.ro.gov.br/diario-oficial
Reduto;MG;https://reduto.mg.gov.br/
Reduto;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Mirante da Serra;RO;https://transparencia.camara.mirantedaserra.ro.gov.br/
Mirante da Serra;RO;https://www.tce.ro.gov.br/diario-oficial
Rosário da Limeira;MG;https://rosariodalimeira.mg.gov.br/
Rosário da Limeira;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Seringueiras;RO;https://seringueiras.ro.gov.br/
Seringueiras;RO;https://www.tce.ro.gov.br/diario-oficial
Santa Bárbara do Monte Verde;MG;https://santabarbaradomonteverde.mg.gov.br/
Santa Bárbara do Monte Verde;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Afonso Cunha;MA;https://www.afonsocunha.ma.gov.br/
Afonso Cunha;MA;https://app.tcema.tc.br/diario/
Santa Cruz de Minas;MG;https://santacruzdeminas.mg.gov.br/
Santa Cruz de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Alcântara;MA;https://cmalcantara.ma.gov.br/
Alcântara;MA;https://app.tcema.tc.br/diario/
Santa Cruz de Salinas;MG;https://santacruzdesalinas.mg.gov.br/
Santa Cruz de Salinas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Aldeias Altas;MA;https://www.transparencia.cmaldeiasaltas.ma.gov.br/
Aldeias Altas;MA;https://app.tcema.tc.br/diario/
Santa Helena de Minas;MG;https://www.santahelenademinas.mg.gov.br/
Santa Helena de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Altamira do Maranhão;MA;https://transparencia.altamira.ma.gov.br/
Altamira do Maranhão;MA;https://app.tcema.tc.br/diario/
Santo Antônio do Retiro;MG;https://santoantoniodoretiro.mg.gov.br/
Santo Antônio do Retiro;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Alto Parnaíba;MA;https://altoparnaiba.ma.gov.br/
Alto Parnaíba;MA;https://app.tcema.tc.br/diario/
São Domingos das Dores;MG;https://saodomingosdasdores.mg.gov.br/
São Domingos das Dores;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Amarante do Maranhão;MA;https://www.amarante.ma.gov.br/
Amarante do Maranhão;MA;https://app.tcema.tc.br/diario/
São Félix de Minas;MG;https://saofelixdeminas.mg.gov.br/
São Félix de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Anajatuba;MA;https://www.anajatuba.ma.gov.br/
Anajatuba;MA;https://app.tcema.tc.br/diario/
São Geraldo do Baixio;MG;https://saogeraldodobaixio.mg.gov.br/
São Geraldo do Baixio;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Anapurus;MA;https://anapurus.ma.gov.br/
Anapurus;MA;https://app.tcema.tc.br/diario/
São João da Lagoa;MG;https://www.diariomunicipal.com.br/amm/pesquisar
São João da Lagoa;MG;https://www.saojoaodalagoa.mg.gov.br/
Araioses;MA;https://dom.araioses.ma.gov.br/
Araioses;MA;https://app.tcema.tc.br/diario/
São João das Missões;MG;https://saojoaodasmissoes.mg.gov.br/
São João das Missões;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Arari;MA;https://arari.ma.gov.br/
Arari;MA;https://app.tcema.tc.br/diario/
São João do Pacuí;MG;https://www.saojoaodopacui.mg.gov.br/
São João do Pacuí;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Axixá;MA;https://axixa.ma.gov.br/
Axixá;MA;https://app.tcema.tc.br/diario/
São Joaquim de Bicas;MG;https://www.saojoaquimdebicas.mg.gov.br/
São Joaquim de Bicas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Bacabal;MA;https://www.bacabal.ma.gov.br/
Bacabal;MA;https://app.tcema.tc.br/diario/
São José da Barra;MG;https://www.saojosedabarra.mg.leg.br/
São José da Barra;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Bacuri;MA;https://bacuri.ma.gov.br/
Bacuri;MA;https://app.tcema.tc.br/diario/
São Sebastião da Vargem Alegre;MG;https://saosebastiaodavargemalegre.mg.gov.br/
São Sebastião da Vargem Alegre;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Balsas;MA;https://balsas.ma.gov.br/
Balsas;MA;https://app.tcema.tc.br/diario/
São Sebastião do Anta;MG;https://cmsaosebastiaodoanta.mg.gov.br/
São Sebastião do Anta;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Barão de Grajaú;MA;https://www.baraodegrajau.ma.gov.br/
Barão de Grajaú;MA;https://app.tcema.tc.br/diario/
Sarzedo;MG;https://www.sarzedo.mg.gov.br/
Sarzedo;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Barra do Corda;MA;https://dom.barradocorda.ma.gov.br/
Barra do Corda;MA;https://app.tcema.tc.br/diario/
Setubinha;MG;https://setubinha.mg.gov.br/
Setubinha;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Barreirinhas;MA;https://transparencia.barreirinhas.ma.gov.br/
Barreirinhas;MA;https://app.tcema.tc.br/diario/
Sem-Peixe;MG;https://sempeixe.mg.gov.br/do
Sem-Peixe;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Benedito Leite;MA;https://beneditoleite.ma.gov.br/
Benedito Leite;MA;https://app.tcema.tc.br/diario/
Serranópolis de Minas;MG;https://serranopolisdeminas.mg.gov.br/
Serranópolis de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Bequimão;MA;https://www.transparencia.bequimao.ma.gov.br/
Bequimão;MA;https://app.tcema.tc.br/diario/
Taparuba;MG;https://www.camarataparuba.mg.gov.br/
Taparuba;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Brejo;MA;https://brejo.ma.gov.br/
Brejo;MA;https://app.tcema.tc.br/diario/
Tocos do Moji;MG;https://tocosdomoji.mg.gov.br/do
Tocos do Moji;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Buriti;MA;https://www.buriti.ma.leg.br/
Buriti;MA;https://app.tcema.tc.br/diario/
União de Minas;MG;https://uniaodeminas.mg.gov.br/
União de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Buriti Bravo;MA;https://buritibravo.ma.gov.br/
Buriti Bravo;MA;https://app.tcema.tc.br/diario/
Uruana de Minas;MG;https://uruanademinas.mg.gov.br/
Uruana de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Cajapió;MA;https://cajapio.ma.gov.br/
Cajapió;MA;https://app.tcema.tc.br/diario/
Vargem Alegre;MG;https://cmva.mg.gov.br/
Vargem Alegre;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Cajari;MA;https://www.cmcajari.ma.gov.br/diario-oficial
Cajari;MA;https://app.tcema.tc.br/diario/
Vargem Grande do Rio Pardo;MG;https://vargemgrandedoriopardo.mg.gov.br/
Vargem Grande do Rio Pardo;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Cândido Mendes;MA;https://transparencia.candidomendes.ma.gov.br/
Cândido Mendes;MA;https://app.tcema.tc.br/diario/
Varjão de Minas;MG;https://varjaodeminas.mg.leg.br/
Varjão de Minas;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Cantanhede;MA;https://www.cantanhede.ma.gov.br/diariooficial.php
Cantanhede;MA;https://app.tcema.tc.br/diario/
Verdelândia;MG;https://verdelandia.mg.gov.br/
Verdelândia;MG;https://www.diariomunicipal.com.br/amm/pesquisar
Carolina;MA;https://carolina.ma.gov.br/
Carolina;MA;https://app.tcema.tc.br/diario/
